gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
SAMD4A	ENSG00000020577.12	1.323004636	1.650826484	1.235765316
RUNX3	ENSG00000020633.17	3.098685307	2.727347218	2.654068463
MRE11A	ENSG00000020922.11	2.468937992	2.788609348	2.560061764
PLEKHB1	ENSG00000021300.12	3.373123966	1.80999224	1.421292176
SERPINB1	ENSG00000021355.11	3.937989445	4.653259866	4.721825687
CYP3A43	ENSG00000021461.15	0.023395712	0.076099701	0.014747857
SLC7A9	ENSG00000021488.11	0.18231477	0.301208578	0.339350243
SPAST	ENSG00000021574.10	2.969363235	2.965618727	3.231049053
NRXN3	ENSG00000021645.16	0.121043836	0.7178031	0.366742085
OSBPL5	ENSG00000021762.18	2.270202289	2.803893995	2.364032594
AQR	ENSG00000021776.9	2.302181232	2.839777701	2.693273922
CPS1	ENSG00000021826.13	0.480984358	0.657005231	0.162019822
C8B	ENSG00000021852.11	0.017592564	0.035281593	0.006148239
FHL1	ENSG00000022267.15	2.170194517	4.399021033	2.922155119
RTFDC1	ENSG00000022277.11	4.701057071	4.651400607	4.68060365
GABRA1	ENSG00000022355.13	0.010789835	0	0
NLRP2	ENSG00000022556.14	1.8096451	1.702005283	1.568292614
SLC45A4	ENSG00000022567.8	2.092989207	1.938437856	2.221353829
RNF10	ENSG00000022840.14	4.805880376	5.269550341	4.503478789
ZNF839	ENSG00000022976.14	1.150427737	1.571297694	1.331359786
ZDHHC6	ENSG00000023041.10	3.619017655	4.042582224	3.614722946
GRAMD1B	ENSG00000023171.13	0.614765879	0.559321405	0.504819149
RNH1	ENSG00000023191.15	4.092388695	4.146206725	3.621544054
NDUFS1	ENSG00000023228.12	3.110363442	3.42386107	3.492531788
RB1CC1	ENSG00000023287.11	3.795509078	3.70721221	4.031433195
ERP44	ENSG00000023318.7	4.23178631	4.366972589	3.572381356
ALAS1	ENSG00000023330.13	4.534404978	4.141426545	4.00340756
BIRC3	ENSG00000023445.12	2.657000094	2.523223077	3.023178075
AKAP11	ENSG00000023516.8	2.48445183	3.421187773	2.955865275
GLRX2	ENSG00000023572.7	3.240113205	2.898047754	2.809209764
SNAPC1	ENSG00000023608.4	2.220881419	2.224537925	1.799175859
DERA	ENSG00000023697.11	3.662392534	3.82061562	3.471047154
STRAP	ENSG00000023734.9	6.230358151	5.907085235	6.523186752
ABCC2	ENSG00000023839.9	0.358154468	0.322191709	0.233154698
DEF6	ENSG00000023892.10	3.365463074	3.000052377	2.912911735
PLEKHO1	ENSG00000023902.12	3.476224013	2.640525089	3.102791449
GCLM	ENSG00000023909.8	2.829980889	2.707944379	3.171071371
UBR2	ENSG00000024048.9	3.162033189	3.491262123	3.420597568
EHD2	ENSG00000024422.10	4.000839934	5.375126487	4.277581517
DEPDC1	ENSG00000024526.15	2.489318169	0.622395452	2.649896831
CCDC28A	ENSG00000024862.15	3.731523272	4.390580163	3.832185741
RRAGD	ENSG00000025039.13	2.647484913	2.121885262	1.498031498
HSF2	ENSG00000025156.11	3.13203158	3.14190319	2.701820891
PHF20	ENSG00000025293.14	3.031244057	3.471681447	3.600506899
HSD17B6	ENSG00000025423.10	1.469188556	0.820367549	1.775754695
NR1H3	ENSG00000025434.17	2.719314849	2.650117744	2.465296622
TYMP	ENSG00000025708.11	4.948849233	3.441423822	5.417256171
NCAPH2	ENSG00000025770.17	4.178939372	3.644159859	4.366706693
TOMM34	ENSG00000025772.7	5.022227308	4.121158938	4.323405242
SEC63	ENSG00000025796.12	4.401997119	4.29446546	4.835010942
KPNA6	ENSG00000025800.12	3.885426905	3.871338978	4.245432463
VIM	ENSG00000026025.12	7.867583299	8.050541444	6.7195908
RTEL1-TNFRSF6B	ENSG00000026036.19	0.28520788	0.321443922	0.339932992
FAS	ENSG00000026103.18	2.467705872	3.026948515	2.338996188
RNASET2	ENSG00000026297.14	2.981700423	3.060292233	2.410478636
CD44	ENSG00000026508.15	5.682695208	4.992657211	5.784732966
KCNG1	ENSG00000026559.12	1.728228114	1.242006816	0.10513319
AGPAT4	ENSG00000026652.12	1.515118672	1.360024058	0.96448082
SLAMF7	ENSG00000026751.15	2.370772113	2.577284132	2.656756806
BTN3A1	ENSG00000026950.15	3.06204099	3.283666257	3.392025609
MIPEP	ENSG00000027001.8	2.600869158	3.623141885	2.451649253
PRKCH	ENSG00000027075.12	1.966263998	3.054477218	2.174084621
INSRR	ENSG00000027644.4	0.129536383	0.145716629	0.618639578
IFNGR1	ENSG00000027697.11	5.282366773	5.963475778	4.925963365
B4GALT7	ENSG00000027847.12	2.530540847	2.428356823	2.617264133
SH2D2A	ENSG00000027869.10	2.135210983	0.870553886	2.338959315
VRK2	ENSG00000028116.15	3.226637397	2.602993205	2.964860035
TNFRSF1B	ENSG00000028137.15	3.628880912	3.82128237	4.191261715
VEZT	ENSG00000028203.16	2.776879782	3.415104489	3.340868977
POU2F2	ENSG00000028277.19	1.169800867	1.082410302	0.90960466
BRD9	ENSG00000028310.16	2.391077791	2.303090432	2.679400488
SNX1	ENSG00000028528.13	3.40260675	4.173212737	3.658999785
TBPL1	ENSG00000028839.8	2.179385799	2.21136097	1.986818378
ARNTL2	ENSG00000029153.13	2.219679647	1.045625139	1.305857582
BCLAF1	ENSG00000029363.14	3.979507001	4.603206111	4.639419549
SLC39A9	ENSG00000029364.10	3.659972433	4.274545995	4.304608469
ANK1	ENSG00000029534.18	0.288001335	0.220503505	0.161116061
IBSP	ENSG00000029559.6	1.372258575	0.007603837	0.956308414
TFB1M	ENSG00000029639.9	2.127197921	2.190674198	1.866479903
RABEP1	ENSG00000029725.15	3.282123041	4.876407607	4.215675926
HMGB3	ENSG00000029993.13	4.80745752	2.825990046	4.931337127
NUP160	ENSG00000030066.12	3.522194133	3.027164524	3.631106415
BAK1	ENSG00000030110.11	4.112507148	2.80658317	3.261695056
MUSK	ENSG00000030304.11	0.070839581	0.02606792	0.02043308
IKZF2	ENSG00000030419.15	0.911395112	1.421448393	0.966040797
GRN	ENSG00000030582.15	6.715197991	5.878460049	6.609984611
FAM13B	ENSG00000031003.9	2.085433648	3.2680097	3.143078565
ARHGAP31	ENSG00000031081.9	2.506293726	2.961684555	2.345236502
CENPQ	ENSG00000031691.6	2.582148219	2.564258384	2.708227438
SARS	ENSG00000031698.11	5.252882666	5.01505706	5.023547994
RANBP3	ENSG00000031823.13	3.269632508	3.302390516	3.348446747
ARID4A	ENSG00000032219.17	1.736971114	2.829748374	2.395666507
TSSC1	ENSG00000032389.11	2.490500805	1.866346845	2.263263003
PNPLA6	ENSG00000032444.14	3.212166602	2.737978766	2.783819931
IFT88	ENSG00000032742.16	1.427321369	2.46269989	1.996638604
ALG1	ENSG00000033011.10	2.355477373	2.546300322	2.420377868
ZCCHC8	ENSG00000033030.12	1.989727027	2.667014817	1.858894297
ABCF2	ENSG00000033050.6	4.367723984	3.975097317	3.670973168
CHPF2	ENSG00000033100.13	4.372710409	4.139821249	3.818645695
LRRC7	ENSG00000033122.17	0.09613358	0.140503891	0.081242122
FUT8	ENSG00000033170.15	2.369032865	3.668947952	2.236169408
UBA6	ENSG00000033178.11	2.610894031	2.644490378	2.979681097
GAB2	ENSG00000033327.11	2.906837527	2.566835482	3.360630859
ATP6V0A1	ENSG00000033627.13	2.513188625	2.949627686	3.070740826
PIAS1	ENSG00000033800.12	2.095483104	2.711397349	2.50915109
SLC4A7	ENSG00000033867.15	1.991006166	3.228922094	4.065337941
APBA2	ENSG00000034053.13	1.859224861	0.408260805	0.733672622
MAP2K3	ENSG00000034152.17	4.043465309	3.636295576	3.449464747
EFCAB1	ENSG00000034239.9	0.179852622	0.80432721	0.032196363
TMSB10	ENSG00000034510.5	11.47066397	10.48981712	10.97815358
ASTE1	ENSG00000034533.10	1.907304096	2.48629241	1.998531792
RNF19A	ENSG00000034677.10	4.033496046	3.902288155	4.611067968
PEX3	ENSG00000034693.13	3.043549378	3.558079327	3.160817541
GABARAPL2	ENSG00000034713.6	4.501872603	5.127775166	4.241830935
MYOC	ENSG00000034971.13	0.028828602	0.53212344	0.31337818
SH3YL1	ENSG00000035115.20	2.799838812	2.793315537	2.327553203
FAM136A	ENSG00000035141.6	4.490002087	3.712325609	3.900236309
VCL	ENSG00000035403.15	4.261695727	4.725896892	4.438982585
DEPDC1B	ENSG00000035499.11	1.987619596	0.648411019	1.893272331
DAPK2	ENSG00000035664.10	1.234231223	0.963821138	1.249403654
NSMAF	ENSG00000035681.6	3.115452147	2.896131921	3.070709319
ADSS	ENSG00000035687.9	4.795274034	5.222647937	4.711959323
STAP1	ENSG00000035720.6	0.809723398	0.669111545	0.739907329
TIMP2	ENSG00000035862.11	5.919993093	6.36906655	5.913166311
RFC1	ENSG00000035928.13	3.347352717	3.688368041	4.195014374
TBC1D23	ENSG00000036054.11	3.333694633	3.653069763	3.274590508
CUL3	ENSG00000036257.11	2.822998375	3.28997606	3.411533872
MYOM2	ENSG00000036448.8	0.187825531	0.586501364	0.178182618
OTC	ENSG00000036473.6	0.013344131	0.315117344	0.020954814
CYP46A1	ENSG00000036530.7	0.113925763	0.200743418	0.139080031
ZZZ3	ENSG00000036549.11	2.837727766	3.136546996	3.284191089
SLC18A1	ENSG00000036565.13	0.030859035	0.015292516	0.039532299
USP2	ENSG00000036672.14	1.013183366	1.193110031	0.704269499
CASR	ENSG00000036828.12	0.013748804	0.00218596	0.006216284
TUBG2	ENSG00000037042.8	2.273087999	2.991208436	2.55552846
RPL26L1	ENSG00000037241.6	4.065950845	3.314314085	3.937694181
FLT4	ENSG00000037280.14	1.163966413	1.793486337	1.163215324
NSUN2	ENSG00000037474.13	4.321364701	3.911788813	4.715979507
FBXO42	ENSG00000037637.9	2.184791652	2.528164243	2.332792986
MFAP3	ENSG00000037749.10	1.934286631	2.579959075	3.119394248
MRI1	ENSG00000037757.12	2.771995433	3.212325416	2.669083285
METTL1	ENSG00000037897.15	3.165428626	2.94338277	3.272299439
HOXC8	ENSG00000037965.5	1.538141661	2.109265001	1.638080558
AGA	ENSG00000038002.7	3.08834586	3.659312603	3.332790919
PI4K2B	ENSG00000038210.12	2.988365613	3.304538315	2.700163749
BOD1L1	ENSG00000038219.11	2.077631333	2.773270239	3.088489465
MAT2B	ENSG00000038274.15	3.564523116	4.471196729	3.918777938
TLL1	ENSG00000038295.6	0.438164682	1.450014242	0.84833653
EDC4	ENSG00000038358.13	2.944026652	2.801299765	2.941978494
TRIO	ENSG00000038382.16	2.647637971	2.871472478	3.882526698
VCAN	ENSG00000038427.14	4.12323279	3.883339807	4.682630822
CLEC16A	ENSG00000038532.13	1.987195684	2.077048433	1.872071961
MSR1	ENSG00000038945.13	2.40919718	2.049737971	2.64190107
CDH1	ENSG00000039068.17	5.649391333	5.26055258	6.080828518
SKIV2L2	ENSG00000039123.14	3.185578986	3.744085901	3.466905373
DNAH5	ENSG00000039139.9	0.260147426	1.297288492	2.314737624
ZFYVE16	ENSG00000039319.15	1.906555396	3.201283763	2.80860266
FAM65A	ENSG00000039523.16	3.004697104	3.487925267	2.964553301
C6	ENSG00000039537.12	0.335235135	0.500150302	0.331606796
RAI14	ENSG00000039560.12	3.566804597	3.061328625	3.28511916
SOX30	ENSG00000039600.9	0.259532477	0.041435827	0.057356268
PNKP	ENSG00000039650.8	2.829999174	2.612233989	2.839979304
BEST2	ENSG00000039987.5	0.028365614	0.004646537	0.066854196
PHLPP2	ENSG00000040199.17	1.182200864	1.199978008	1.33564602
SPDL1	ENSG00000040275.15	2.430322621	1.866679117	2.33149201
STAU2	ENSG00000040341.16	2.746951631	2.609833574	3.063586529
PQLC2	ENSG00000040487.11	2.735180042	2.462746664	3.181822589
CTNS	ENSG00000040531.13	2.664946367	2.644931484	2.436842932
RTN4R	ENSG00000040608.12	1.800325754	1.19510524	1.865851082
PHF23	ENSG00000040633.11	3.797100593	3.932184866	3.873342545
CDH10	ENSG00000040731.9	0.034738483	0.013261662	0.011710712
INPP4A	ENSG00000040933.14	1.867465197	1.903666682	1.973227714
RAB27B	ENSG00000041353.8	1.473759021	4.028121243	3.27089733
PSMA4	ENSG00000041357.14	4.505681696	3.987084988	4.473256039
MYO16	ENSG00000041515.14	0.18025248	0.065663904	0.205416002
LSG1	ENSG00000041802.9	3.837957434	3.589451574	4.762493021
PARP3	ENSG00000041880.13	2.459112618	3.277965942	2.309787097
TNC	ENSG00000041982.13	4.677564664	4.266871062	5.033965291
THAP3	ENSG00000041988.14	1.917236171	2.158638401	1.908880588
FAM65C	ENSG00000042062.10	0.520162004	0.476309932	0.507492558
TDP1	ENSG00000042088.12	2.41751134	2.684798488	2.483380839
AIFM2	ENSG00000042286.13	2.349017834	1.974516952	2.770649131
C2orf83	ENSG00000042304.9	0.004221952	0	0
SPATA7	ENSG00000042317.15	0.960329874	1.576045734	0.982703556
MED17	ENSG00000042429.9	2.221391606	2.393974829	2.18628394
RETSAT	ENSG00000042445.12	3.969000777	4.366555261	4.524975516
CAPG	ENSG00000042493.14	6.302985037	5.089189128	5.436317716
AP2S1	ENSG00000042753.10	5.62930174	4.938889696	5.366989542
USH2A	ENSG00000042781.11	0.016659466	0.024299632	0.024399345
ZPBP	ENSG00000042813.6	0.021651743	0.022887374	0.025061275
TG	ENSG00000042832.10	0.159159143	0.04465789	0.16134239
ADAM28	ENSG00000042980.11	1.004567031	1.114204658	1.338244423
BARX2	ENSG00000043039.6	3.222729767	2.789558025	2.933081613
DCUN1D1	ENSG00000043093.12	2.742011902	2.65691701	3.316793195
JADE2	ENSG00000043143.19	1.892095639	2.988535803	3.347137851
ZIC2	ENSG00000043355.9	0.542429448	0.848729745	1.575046387
LCP2	ENSG00000043462.10	2.33058909	2.004805258	2.72282447
TRIT1	ENSG00000043514.14	3.637762276	3.351069484	3.437777949
ADRB1	ENSG00000043591.5	0.316666351	0.478970972	0.211069865
GUCA2B	ENSG00000044012.3	0.005003755	0	0.027686679
CUL7	ENSG00000044090.7	3.800427929	3.215102978	3.496116711
CTNNA1	ENSG00000044115.19	5.340394042	5.593628784	5.787645314
PHKA2	ENSG00000044446.10	2.175789817	2.479123079	2.189651258
CNTLN	ENSG00000044459.13	1.151173853	1.026994559	1.425104211
EPHA3	ENSG00000044524.9	0.464305775	1.517005561	1.148996018
HSPA5	ENSG00000044574.7	7.742778585	7.166073593	8.2663428
DSG2	ENSG00000046604.11	5.301841397	4.652711555	5.316858207
GEMIN8	ENSG00000046647.12	2.819717596	3.561394242	2.993100368
OFD1	ENSG00000046651.13	3.300293793	3.668801198	3.430975233
GPM6B	ENSG00000046653.13	2.73979957	3.092911759	1.217025787
MAGEC2	ENSG00000046774.9	0.307634979	0	0
PREX2	ENSG00000046889.17	0.477124791	1.954164269	1.103895963
WDR37	ENSG00000047056.13	2.576704535	2.831883677	2.359571629
YTHDC2	ENSG00000047188.14	1.796963415	2.504496014	3.048296404
CTPS2	ENSG00000047230.13	3.002215301	3.120039819	3.58944653
ATP6V1H	ENSG00000047249.15	3.626407346	3.810780318	3.715531958
POLR2B	ENSG00000047315.13	4.608771545	4.477562591	4.968974597
FAM214A	ENSG00000047346.11	1.685597373	3.38381564	3.82681379
ARAP2	ENSG00000047365.10	1.348622065	1.277050825	1.967733914
TPR	ENSG00000047410.12	4.201492034	4.172718581	4.514865717
CP	ENSG00000047457.12	3.499852832	2.792684	4.4354345
KIAA0556	ENSG00000047578.11	1.840424525	2.444864707	2.070960198
DTNBP1	ENSG00000047579.18	3.124491933	2.93400981	2.508807243
XK	ENSG00000047597.5	0.986447256	0.425071329	0.743111565
ANO2	ENSG00000047617.13	0.38319328	0.573915006	0.599907991
C12orf4	ENSG00000047621.10	2.668395588	2.578166908	2.651645903
SCML1	ENSG00000047634.13	1.116691259	1.698254922	0.955787169
WWC3	ENSG00000047644.16	3.315798978	3.815749269	3.594974282
ARHGAP6	ENSG00000047648.20	0.358977025	1.17112178	0.684435087
FAM184B	ENSG00000047662.4	0.143761902	0.272487333	0.865045419
MAP4	ENSG00000047849.20	4.340553183	4.166427618	4.402933938
GOPC	ENSG00000047932.12	3.685125925	4.03622313	3.611739176
ROS1	ENSG00000047936.9	0.192523705	0.001568358	0.004277074
USP28	ENSG00000048028.10	2.680809919	2.852896488	2.544577713
HDAC9	ENSG00000048052.20	0.938096619	0.872053168	0.471291141
TSPAN17	ENSG00000048140.16	3.228304632	2.945771225	3.586795694
NOP16	ENSG00000048162.18	3.405516317	2.45642576	3.051063855
CC2D2A	ENSG00000048342.14	1.336252875	1.7689218	1.537800612
RRM2B	ENSG00000048392.10	2.921599431	3.102013437	3.525058392
ZNF800	ENSG00000048405.8	2.315616286	3.153280949	2.443234265
TNFRSF17	ENSG00000048462.9	1.227616219	2.458788334	0.775138959
SNX29	ENSG00000048471.12	1.806752627	2.153673339	1.897109177
LMO3	ENSG00000048540.13	0.706803218	0.416173696	1.051657233
MRPS10	ENSG00000048544.5	4.887241077	4.629956778	4.349092325
GUCA1A	ENSG00000048545.12	0.125778072	0.005249719	0.021276762
RSF1	ENSG00000048649.12	2.467397948	2.661301225	2.893601021
VPS13D	ENSG00000048707.12	2.192355571	2.820522914	2.655405364
CELF2	ENSG00000048740.16	2.140013435	2.377864002	2.247796016
FAM120A	ENSG00000048828.15	4.790214128	5.158132502	5.510720397
R3HDM1	ENSG00000048991.15	3.040720945	2.268797798	2.882143758
COL9A2	ENSG00000049089.12	2.87038251	3.374916112	1.657127779
KITLG	ENSG00000049130.12	1.995243923	4.152793792	3.17182469
ERCC8	ENSG00000049167.12	1.26798188	1.599507734	1.447784599
ADAMTS6	ENSG00000049192.13	0.363604702	0.358485128	0.498196229
H6PD	ENSG00000049239.11	3.396009395	3.963305294	3.59910726
VAMP3	ENSG00000049245.11	4.875329089	5.764652886	5.277135373
PER3	ENSG00000049246.13	1.872185434	2.832730456	1.931468652
UTS2	ENSG00000049247.12	0.245070379	0.197141956	0.054241684
TNFRSF9	ENSG00000049249.7	0.886023379	0.146739808	0.699191064
EPN3	ENSG00000049283.16	2.153962449	2.222154422	3.624990997
LTBP1	ENSG00000049323.14	3.815233468	3.747955287	4.013424747
RCN1	ENSG00000049449.7	4.731861797	4.093571749	4.297665236
ELN	ENSG00000049540.15	3.188888921	3.978137233	3.252504825
RFC2	ENSG00000049541.9	4.60789884	3.962856991	4.699719486
ARID1B	ENSG00000049618.20	2.752611667	3.123924074	3.13797202
CLPTM1L	ENSG00000049656.12	4.571309205	4.135371362	5.156379234
NEDD4L	ENSG00000049759.15	1.966946474	2.825363828	2.520783771
FOXP3	ENSG00000049768.13	1.92258232	0.979343712	2.382229724
PPP1R3F	ENSG00000049769.11	1.137093069	1.170202108	0.946966434
HEXB	ENSG00000049860.12	4.345401436	4.87539529	4.759086156
PTCD2	ENSG00000049883.13	0.815286148	1.275366033	1.259815908
KIAA2022	ENSG00000050030.12	0.355406286	0.669857366	0.555275694
JKAMP	ENSG00000050130.16	2.901245313	3.771126795	3.07742658
DKK3	ENSG00000050165.16	2.701308698	4.691432598	2.794544739
ARHGEF5	ENSG00000050327.13	2.047701134	2.180282231	1.746333114
NFE2L3	ENSG00000050344.8	3.943737726	2.522105716	2.385628302
MCUR1	ENSG00000050393.10	3.512207346	3.168334059	2.924052776
LIMA1	ENSG00000050405.12	3.31019096	4.976573209	4.603766524
LETMD1	ENSG00000050426.14	2.701143634	3.710528013	2.631786166
SLC4A8	ENSG00000050438.15	0.244000073	0.643740972	1.787234744
LAMC3	ENSG00000050555.16	0.649027335	0.815897888	0.275418798
PTGER3	ENSG00000050628.19	0.717900178	2.105860336	2.139377893
TNIP3	ENSG00000050730.14	0.475975093	0.059802407	0.364418449
MAPK9	ENSG00000050748.16	2.559354803	2.973713965	3.148857743
COL23A1	ENSG00000050767.14	0.741320169	1.043909372	0.292252354
BCAR1	ENSG00000050820.15	2.845970523	2.77922397	2.399054474
FAM160A2	ENSG00000051009.9	2.881349388	3.675260507	3.027222932
HERPUD1	ENSG00000051108.13	4.507958417	5.170028517	4.406912803
HOMER3	ENSG00000051128.17	3.997476618	2.695494577	2.878661088
RAD51	ENSG00000051180.15	2.589665877	1.336749379	2.175992451
POLQ	ENSG00000051341.12	1.295305841	0.458528087	1.079670882
PIK3CB	ENSG00000051382.7	3.020196758	3.188163723	2.724805821
CYBA	ENSG00000051523.9	4.698140512	3.575247769	3.583566339
THOC3	ENSG00000051596.8	2.095710542	1.673965085	1.548805688
HEBP2	ENSG00000051620.9	3.688285183	3.577845667	3.17055106
MPHOSPH9	ENSG00000051825.13	1.364598536	1.174007793	1.409017683
PLEKHA5	ENSG00000052126.13	1.883777776	2.228250461	2.447047362
PRSS8	ENSG00000052344.14	5.368056403	5.927464984	4.976323281
SIKE1	ENSG00000052723.10	3.289893831	3.30427965	3.026456588
RRP12	ENSG00000052749.12	2.977181087	2.359208426	2.996417408
FNIP2	ENSG00000052795.11	1.73321355	2.958341689	2.327391907
MSMO1	ENSG00000052802.11	3.961998821	4.134204156	4.459108048
TTC17	ENSG00000052841.13	3.198738757	3.745828091	3.278175694
ALX4	ENSG00000052850.5	0.430859463	1.65701279	0.38200965
FSTL4	ENSG00000053108.15	0.246554466	1.011104533	0.859134461
FOXN3	ENSG00000053254.14	2.455087901	2.962054975	2.436198412
METTL24	ENSG00000053328.8	0.258254112	0.421834597	0.489783664
AKR7A2	ENSG00000053371.11	4.458274115	4.555017677	5.164896016
MRTO4	ENSG00000053372.4	4.529806007	3.726011014	4.700670502
NNAT	ENSG00000053438.8	0.675199462	1.182082218	1.044800603
USE1	ENSG00000053501.11	3.17276345	2.734804769	2.930807122
MCF2L2	ENSG00000053524.10	0.09950961	0.039646832	0.065785894
NRIP2	ENSG00000053702.13	1.14393066	2.877915818	1.400048076
LAMA3	ENSG00000053747.14	1.330217708	3.03643566	2.031688162
AP5M1	ENSG00000053770.10	1.851715723	2.612265137	2.44048026
ANAPC4	ENSG00000053900.9	2.049904724	2.715990853	2.099975626
KCNQ1	ENSG00000053918.14	1.626671166	2.300104544	1.375123342
TRAPPC3	ENSG00000054116.10	4.454511961	4.180923895	4.209968723
THRAP3	ENSG00000054118.12	5.275292422	5.358461862	5.903485132
PHPT1	ENSG00000054148.16	4.511978987	5.019102838	4.467048323
ENTPD2	ENSG00000054179.10	2.415617338	3.200140781	2.449114013
LY75	ENSG00000054219.10	1.58099477	1.889941559	1.075670834
ARID4B	ENSG00000054267.19	2.845427432	3.390528841	3.548273162
OPN3	ENSG00000054277.11	2.326315725	2.375160512	1.764150377
SDCCAG8	ENSG00000054282.14	2.749544986	3.0641085	2.561129187
PTPRN	ENSG00000054356.12	0.287387077	0.007427086	0.066841828
HHAT	ENSG00000054392.11	1.270436147	2.122576909	2.340890514
KIF1B	ENSG00000054523.15	2.644929921	2.329986274	2.96424159
FOXC1	ENSG00000054598.6	4.596326892	3.467392585	1.353142586
TBC1D22A	ENSG00000054611.12	2.834981821	2.917030934	2.4615457
SYNE2	ENSG00000054654.14	2.418145661	3.135566946	2.983475974
PLEKHH1	ENSG00000054690.12	1.019812412	1.585583709	1.550268452
ATP9A	ENSG00000054793.12	3.774377139	3.806399796	4.331654311
SPO11	ENSG00000054796.11	0.006286646	0	0
CBLN4	ENSG00000054803.3	0.120350993	1.875621291	0.320056934
CHRDL2	ENSG00000054938.14	1.163647795	0.45137775	1.287079681
FAM168A	ENSG00000054965.9	3.693272518	3.730734552	3.851236565
RELT	ENSG00000054967.11	1.593279766	0.599939331	1.48513631
GALC	ENSG00000054983.15	2.263136187	3.284197479	2.734411196
NOP58	ENSG00000055044.9	5.18955562	4.831734556	5.194562458
SZRD1	ENSG00000055070.15	4.89535955	4.632277441	5.002043318
KCNH2	ENSG00000055118.13	0.898303048	0.443741903	2.258246329
