gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
SLC22A9	SLC22A9	0.966902921	0	0
SLC24A2	SLC24A2	0.966902921	0	0
SLC35G3	SLC35G3	0.966902921	0	0
SLC6A12	SLC6A12	0.966902921	0	0
SLC6A13	SLC6A13	0.966902921	0	0
SLC6A20	SLC6A20	0.966902921	0	0
SNAP25-AS1	SNAP25-AS1	0.966902921	0	0
SNORA15	SNORA15	0.966902921	0	0
SNORA21	SNORA21	0.966902921	0	0
SNORA24	SNORA24	0.966902921	0	0
SNORA26	SNORA26	0.966902921	0	0
SNORA47	SNORA47	0.966902921	0	0
SNORA48	SNORA48	0.966902921	0	0
SNORA50	SNORA50	0.966902921	0	0
SNORA71C	SNORA71C	0.966902921	0	0
SNORA71D	SNORA71D	0.966902921	0	0
SNORD15A	SNORD15A	0.966902921	0	0
SNORD30	SNORD30	0.966902921	0	0
SNORD94	SNORD94	0.966902921	0	0
SNORD99	SNORD99	0.966902921	0	0
SPANXA2-OT1	SPANXA2-OT1	0.966902921	0	0
SPATA21	SPATA21	0.966902921	0	0
SPIC	SPIC	0.966902921	0	0
SPINK13	SPINK13	0.966902921	0	0
SPRR2C	SPRR2C	0.966902921	0	0
SRD5A3-AS1	SRD5A3-AS1	0.966902921	0	0
STARD6	STARD6	0.966902921	0	0
SUPT20HL1	SUPT20HL1	0.966902921	0	0
SYDE1	SYDE1	0.966902921	0	0
SYT3	SYT3	0.966902921	0	0
TAS2R30	TAS2R30	0.966902921	0	0
TAS2R50	TAS2R50	0.966902921	0	0
TAT	TAT	0.966902921	0	0
TBC1D3G	TBC1D3G	0.966902921	0	0
TBC1D3H	TBC1D3H	0.966902921	0	0
TECRL	TECRL	0.966902921	0	0
TEK	TEK	0.966902921	0	0
TEX36	TEX36	0.966902921	0	0
TFAMP1	TFAMP1	0.966902921	0	0
THSD7A	THSD7A	0.966902921	0	0
TM4SF20	TM4SF20	0.966902921	0	0
TMCO2	TMCO2	0.966902921	0	0
TMEM196	TMEM196	0.966902921	0	0
TMEM240	TMEM240	0.966902921	0	0
TMEM30C	TMEM30C	0.966902921	0	0
TMEM40	TMEM40	0.966902921	0	0
TMEM88B	TMEM88B	0.966902921	0	0
TMPRSS6	TMPRSS6	0.966902921	0	0
TPPP3	TPPP3	0.966902921	0	0
TREML5P	TREML5P	0.966902921	0	0
TRIM63	TRIM63	0.966902921	0	0
TRPA1	TRPA1	0.966902921	0	0
TSPAN10	TSPAN10	0.966902921	0	0
TWIST2	TWIST2	0.966902921	0	0
USHBP1	USHBP1	0.966902921	0	0
WDR86-AS1	WDR86-AS1	0.966902921	0	0
WFDC13	WFDC13	0.966902921	0	0
WFDC5	WFDC5	0.966902921	0	0
WT1	WT1	0.966902921	0	0
XPNPEP2	XPNPEP2	0.966902921	0	0
ZCCHC12	ZCCHC12	0.966902921	0	0
ZIC4	ZIC4	0.966902921	0	0
ZNF750	ZNF750	0.966902921	0	0
ZP4	ZP4	0.966902921	0	0
ZPLD1	ZPLD1	0.966902921	0	0
ZSCAN1	ZSCAN1	0.966902921	0	0
ZSCAN5B	ZSCAN5B	0.966902921	0	0
WDR38	WDR38	0.95440181	0	0
MAGED4B	MAGED4B	0.780065639	0	0
NEDD8-MDP1	NEDD8-MDP1	0.113424601	0	0
JMJD7-PLA2G4B	JMJD7-PLA2G4B	5.209574235	0.006174631	0.009777451
LOC100132062	LOC100132062	0.027509655	0	0
CCDC180	CCDC180	5.820944792	0.097256551	0
RUNX1T1	RUNX1T1	9.71282617	0.922972661	1.089647294
TSHZ3	TSHZ3	8.896062914	0.922972661	1.089647294
HLA-DQA2	HLA-DQA2	8.54053492	0.922972661	1.089647294
ZEB2	ZEB2	7.893307599	0.922972661	1.089647294
BHLHB9	BHLHB9	7.708132044	0.922972661	1.089647294
COL19A1	COL19A1	6.753818443	0.922972661	1.089647294
SYNPO	SYNPO	8.727600576	1.48131961	1.089647294
HS6ST2	HS6ST2	5.292251682	0.922972661	1.089647294
PRTFDC1	PRTFDC1	8.200040332	2.454199587	2.462803581
EDNRB	EDNRB	12.51706404	0	1.089647294
DPY19L2P1	DPY19L2P1	6.779115233	1.48131961	1.703291215
SLIT1	SLIT1	13.47812496	2.672676519	1.703291215
PTPRN2	PTPRN2	9.19758285	2.454199587	2.132461686
LONRF3	LONRF3	8.514410297	0.922972661	0
KIAA0408	KIAA0408	0.002013621	0	0
IRX3	IRX3	6.255814164	1.48131961	1.703291215
CPVL	CPVL	10.29612469	0	1.089647294
TAF7L	TAF7L	3.937306723	0.922972661	1.089647294
CYP3A7-CYP3AP1	CYP3A7-CYP3AP1	0.001828812	0	0
FGFR3	FGFR3	15.4791708	4.372422827	4.811327165
EPHA6	EPHA6	8.083016527	2.196629075	1.703291215
GNAO1	GNAO1	6.533648998	0.922972661	0
FAM131B	FAM131B	3.638734197	0.922972661	1.089647294
PDE10A	PDE10A	6.51870508	0.922972661	0
GSTM3	GSTM3	6.441576434	0.922972661	0
WNK3	WNK3	7.858124014	2.672676519	2.462803581
DQX1	DQX1	3.523687402	0.922972661	1.089647294
PTPRCAP	PTPRCAP	11.03569263	0.922972661	2.132461686
INTU	INTU	5.256671032	1.48131961	1.703291215
HHIP-AS1	HHIP-AS1	3.398678716	0.922972661	1.089647294
TCAP	TCAP	3.398678716	0.922972661	1.089647294
HLA-DOA	HLA-DOA	5.767122428	0.922972661	0
ADAMTS6	ADAMTS6	5.06427068	1.48131961	1.703291215
LGALS14	LGALS14	6.200706396	1.882858215	2.132461686
HLA-DQA1	HLA-DQA1	7.480289361	0	1.089647294
FMN2	FMN2	4.889434603	1.48131961	1.089647294
5-Sep	5-Sep	5.182759823	1.882858215	1.703291215
GUCA1B	GUCA1B	4.935167407	1.48131961	1.703291215
LOC100127983	LOC100127983	8.30317341	2.454199587	1.703291215
ARSD	ARSD	7.171887335	0	1.089647294
ACTA2	ACTA2	5.911403973	1.882928626	2.132461686
EFHC2	EFHC2	4.979499508	0.922972661	0
GPR124	GPR124	5.741607204	2.454199587	2.462803581
ADAMTS9	ADAMTS9	3.110550334	0.922972661	1.089647294
KCNK13	KCNK13	7.899084976	1.48131961	0
MTSS1L	MTSS1L	8.015431779	3.180173328	2.95778462
C20orf203	C20orf203	4.842204495	0.922972661	0
GADD45G	GADD45G	7.093380589	2.86237799	2.95778462
MCF2	MCF2	4.520843366	1.48131961	1.703291215
PRRG1	PRRG1	4.520843366	0.922972661	0
ELAVL2	ELAVL2	9.178694725	3.759613929	3.479489271
FCRL2	FCRL2	2.941572106	0.922972661	1.089647294
GRM1	GRM1	2.941572106	0.922972661	1.089647294
IGF2BP1	IGF2BP1	11.46540825	1.48131961	2.95778462
FES	FES	7.36805241	2.672676519	2.132461686
ZIC5	ZIC5	7.052459369	1.48131961	0
HOXD13	HOXD13	4.328606717	0.922972661	0
SHROOM2	SHROOM2	4.328606717	0.922972661	0
NKX2-1	NKX2-1	6.181857899	0	1.089647294
ONECUT2	ONECUT2	11.8995533	0.922972661	2.731417878
FAM101B	FAM101B	12.40369911	2.672676519	0
PRODH	PRODH	6.083740983	0	1.089647294
ZNF818P	ZNF818P	6.083740983	0	1.089647294
APBB1	APBB1	7.237248209	2.86237799	2.462803581
WBP2NL	WBP2NL	4.184558014	0.922972661	0
SCARNA22	SCARNA22	4.106758689	0.922972661	0
NPAS3	NPAS3	5.841062344	0	1.089647294
RPL19P12	RPL19P12	2.750143396	0.922972661	1.089647294
HSD17B13	HSD17B13	4.184558014	1.48131961	1.703291215
SORBS2	SORBS2	6.083740983	2.672676519	2.462803581
PRKAG2-AS1	PRKAG2-AS1	5.662245384	0	1.089681188
KAL1	KAL1	10.26063732	2.454199587	0
CCDC85A	CCDC85A	3.844486088	0.922972661	0
NR2F2-AS1	NR2F2-AS1	3.844486088	0.922972661	0
C10orf114	C10orf114	3.937306723	1.48131961	1.089647294
ZNF396	ZNF396	3.937306723	1.48131961	1.089647294
CLEC1A	CLEC1A	6.181857899	1.48131961	2.132461686
OGDHL	OGDHL	7.591582185	2.672676519	1.703291215
MDGA1	MDGA1	6.021499715	1.48131961	0
IPCEF1	IPCEF1	5.489077247	0	1.089647294
UTS2R	UTS2R	9.303819554	3.316171815	3.861816446
GJA3	GJA3	3.638734197	0.922972661	0
KRT18P55	KRT18P55	3.638734197	0.922972661	0
RNF217	RNF217	3.638734197	0.922972661	0
ZNF311	ZNF311	3.638734197	0.922972661	0
GLRA3	GLRA3	7.334317985	2.672676519	1.703291215
PPM1E	PPM1E	5.488865229	2.194591403	2.461119895
LDOC1L	LDOC1L	10.10675921	0	2.132461686
TSPAN15	TSPAN15	5.841062344	1.48131961	2.132461686
MYADML2	MYADML2	7.993979985	0	1.703291215
MSANTD1	MSANTD1	5.326979494	0.922972661	1.703291215
CFP	CFP	3.398678716	0.922972661	0
PCDHB10	PCDHB10	3.398678716	0.922972661	0
VNN2	VNN2	3.398678716	0.922972661	0
AQP1	AQP1	2.529371205	0.922972661	1.089647294
PDE6A	PDE6A	2.529371205	0.922972661	1.089647294
TERC	TERC	2.529371205	0.922972661	1.089647294
NTRK1	NTRK1	5.06427068	0	1.089599841
PRKG1	PRKG1	4.024514721	1.882858215	1.70419914
RNF130	RNF130	8.316937667	1.882858215	2.95778462
TMEM74B	TMEM74B	6.661592851	1.882858215	0
AP3B2	AP3B2	3.261830155	0.922972661	0.000032175
EEF1DP3	EEF1DP3	3.261795561	0.922972661	0
RGMA	RGMA	3.261795561	0.922972661	0
TLR5	TLR5	3.261795561	0.922972661	0
ENPP6	ENPP6	7.031560613	2.454199587	1.089647294
ZNF287	ZNF287	4.889434603	0	1.089647294
HCG17	HCG17	5.117150605	0.924373573	1.703534861
TNFRSF19	TNFRSF19	3.745269607	1.48131961	1.703291215
PCDH7	PCDH7	5.104856607	1.48131961	0
LRGUK	LRGUK	3.523687402	1.48131961	1.089647294
PCDHGB5	PCDHGB5	6.842978832	3.045158108	2.473862226
WNT5A	WNT5A	8.612676862	4.098310065	4.334832822
IRX2	IRX2	7.472552756	0	1.703291215
DNAJC27-AS1	DNAJC27-AS1	3.110550334	0.922972661	0
HOXA6	HOXA6	3.110550334	0.922972661	0
NEB	NEB	9.077809111	4.171871326	3.479489271
CHST10	CHST10	8.157261028	2.454199587	0
SHH	SHH	4.889434603	1.48131961	0
CDH17	CDH17	13.25510531	5.751278927	6.400674542
PCDH10	PCDH10	6.1627619	1.882858215	0
FLVCR2	FLVCR2	4.842204495	1.48131961	0
TSHR	TSHR	10.20688005	0.922972661	2.95778462
ANKRD7	ANKRD7	4.636102546	0	1.089647294
LOC400685	LOC400685	4.636102546	0	1.089647294
RADIL	RADIL	4.793370509	1.48131961	0
ERBB4	ERBB4	2.941572106	0.922972661	0
FOLH1	FOLH1	2.941572106	0.922972661	0
FRZB	FRZB	4.520843366	0	1.089647294
LINC00668	LINC00668	4.520843366	0	1.089647294
RHOU	RHOU	7.308484658	3.759613929	3.479476337
APOC1	APOC1	4.636102546	1.48131961	0
DACH2	DACH2	4.636102546	1.48131961	0
USP2	USP2	8.268630887	4.098310065	4.334832822
CCNI2	CCNI2	7.791306174	3.660860181	3.969638629
LRRC37A6P	LRRC37A6P	5.689184523	3.180173328	3.153403271
SYT14	SYT14	5.864889364	1.882858215	0
ENPP2	ENPP2	8.77552798	2.86237799	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	5.761402301	1.882858215	0
HKDC1	HKDC1	4.520843366	1.48131961	0
LCK	LCK	4.520843366	1.48131961	0
CTBP2	CTBP2	7.759881527	3.316171815	2.132461686
CORO2A	CORO2A	5.689184523	2.672676519	2.132461686
LOC100506071	LOC100506071	7.042053307	3.938878558	3.861816446
WDR96	WDR96	3.261795561	1.48131961	1.089647294
LOC283194	LOC283194	3.638734197	1.882862127	1.703291215
ABCA9	ABCA9	2.750143396	0.922972661	0
OSR1	OSR1	2.750143396	0.922972661	0
SOX6	SOX6	2.750143396	0.922972661	0
MAGI2-AS3	MAGI2-AS3	2.750139107	0.922972661	0
ZNF846	ZNF846	4.328606717	0	1.089647294
ENPP3	ENPP3	2.268602069	0.922972661	1.089647294
EPHX3	EPHX3	2.268602069	0.922972661	1.089647294
FITM1	FITM1	2.268602069	0.922972661	1.089647294
VANGL2	VANGL2	2.268602069	0.922972661	1.089647294
MAP1LC3B2	MAP1LC3B2	5.06427068	2.672676519	2.462803581
CPE	CPE	6.503606336	2.196629075	0
HLA-DRB6	HLA-DRB6	5.578256441	2.672676519	2.132461686
NES	NES	12.82671928	5.57267446	3.479489271
LOC150197	LOC150197	4.842204495	2.454199587	2.132461686
SERPINB9	SERPINB9	10.07901803	4.548467451	3.153403271
CNR1	CNR1	9.679622603	4.975657697	5.256678579
LOC401463	LOC401463	6.753818443	2.672676519	1.089647294
LOC729970	LOC729970	4.258383242	0	1.089647294
EVL	EVL	9.243749994	3.180173328	0
SLIT3	SLIT3	3.398678716	1.48131961	1.703291215
UQCRBP1	UQCRBP1	3.398678716	1.48131961	1.703291215
PCDHB11	PCDHB11	4.579626696	2.196629075	1.703291215
DLX6	DLX6	6.620194894	2.672676519	1.089647294
ADAMTS1	ADAMTS1	7.36805241	4.020795529	3.745280365
TMEM212	TMEM212	3.523687402	1.882858215	1.703291215
EPHB1	EPHB1	8.015431779	2.86237799	0
C11orf45	C11orf45	4.742830834	2.196629075	2.462803581
TVP23C-CDRT4	TVP23C-CDRT4	5.649468883	2.305526995	2.768148323
C7orf63	C7orf63	3.110550334	1.48131961	1.089647294
ADAMTS10	ADAMTS10	4.106758689	0	1.089647294
TPTE2P3	TPTE2P3	5.182759823	1.882858215	0
SPATA6L	SPATA6L	4.106758689	1.882858215	2.132461686
PACRG	PACRG	2.529371205	0.9229719	0
ADRA2A	ADRA2A	2.529371205	0.922972661	0
AOX1	AOX1	2.529371205	0.922972661	0
C12orf68	C12orf68	2.529371205	0.922972661	0
CXorf22	CXorf22	2.529371205	0.922972661	0
DES	DES	2.529371205	0.922972661	0
FAM209A	FAM209A	2.529371205	0.922972661	0
LOC440896	LOC440896	2.529371205	0.922972661	0
MEGF10	MEGF10	2.529371205	0.922972661	0
VASH1	VASH1	6.000142008	0.922972661	2.132461686
RIN3	RIN3	8.480107561	4.020795529	4.487750013
KBTBD11	KBTBD11	7.927653535	0	2.132461686
STXBP5-AS1	STXBP5-AS1	4.024514721	1.48131961	0
ANKRD29	ANKRD29	5.292251682	1.882858215	2.462803581
ARHGAP19-SLIT1	ARHGAP19-SLIT1	8.459226676	2.501347421	3.665438253
DCDC5	DCDC5	4.024514721	0	1.089647294
THBS4	THBS4	4.184558014	1.882858215	1.089647294
PEG3-AS1	PEG3-AS1	6.237691815	0	1.703291215
KCNV1	KCNV1	3.937306723	1.48131961	0
LINC00202-1	LINC00202-1	3.937306723	1.48131961	0
OSBP2	OSBP2	7.152660046	3.180173328	1.703291215
TLL1	TLL1	7.562730873	2.86237799	0
PTPRS	PTPRS	12.07897802	0	3.325635382
ZIC2	ZIC2	7.701528265	3.759613929	2.731417878
GCNT3	GCNT3	4.935167407	1.882858215	0
NR5A2	NR5A2	3.937306723	0	1.089647294
LOC399815	LOC399815	6.488346295	3.759613929	3.861816446
SPA17	SPA17	8.088088581	4.548473616	4.16378853
ZNF30	ZNF30	6.852460845	3.759613929	3.325635382
ALX1	ALX1	6.021499715	0	1.703291215
BCL2L10	BCL2L10	3.745269607	1.48131961	0
FAM19A2	FAM19A2	3.937306723	1.882858215	2.132461686
C20orf194	C20orf194	5.104856607	1.882858215	2.462803581
GALNT8	GALNT8	2.941572106	1.48131961	1.089647294
LOC400684	LOC400684	4.258383242	2.196629075	1.703291215
ABCA1	ABCA1	10.52365996	5.337168731	3.969638629
PER3	PER3	6.000142008	3.440447299	3.153403271
SLC24A5	SLC24A5	3.657720026	1.48131961	0
TMEM232	TMEM232	4.459569324	2.196629075	2.462803581
LILRP2	LILRP2	4.636102546	1.882858215	0
ACTA1	ACTA1	2.268602069	0.922972661	0
ADCY10	ADCY10	2.268602069	0.922972661	0
ASB4	ASB4	2.268602069	0.922972661	0
BHLHE40-AS1	BHLHE40-AS1	2.268602069	0.922972661	0
C21orf15	C21orf15	2.268602069	0.922972661	0
CCDC87	CCDC87	2.268602069	0.922972661	0
CLDN1	CLDN1	2.268602069	0.922972661	0
DYNLRB2	DYNLRB2	2.268602069	0.922972661	0
FGF14	FGF14	2.268602069	0.922972661	0
FLJ42709	FLJ42709	2.268602069	0.922972661	0
FRMPD1	FRMPD1	2.268602069	0.922972661	0
LOC729020	LOC729020	2.268602069	0.922972661	0
RGS7	RGS7	2.268602069	0.922972661	0
SH2D1B	SH2D1B	2.268602069	0.922972661	0
STAB2	STAB2	2.268602069	0.922972661	0
TDRD6	TDRD6	2.268602069	0.922972661	0
C1orf101	C1orf101	3.638734197	1.48131961	0
GHR	GHR	3.638734197	1.48131961	0
EPN2-AS1	EPN2-AS1	2.268868514	0.923525735	0
MDH1B	MDH1B	4.742830834	2.196629075	1.089647294
ELOVL2	ELOVL2	6.988832357	2.86237799	0
CYP4F35P	CYP4F35P	3.745269607	0	1.089647294
PNPLA3	PNPLA3	3.745269607	0	1.089647294
LOC285548	LOC285548	7.409144808	1.48131961	2.95778462
ASAP3	ASAP3	4.184558014	2.196629075	1.703291215
TNFSF8	TNFSF8	3.844486088	1.882858215	2.132461686
MFSD2B	MFSD2B	3.110550334	1.48131961	1.703291215
ACTN1	ACTN1	11.60237875	6.543648992	6.927410576
PLAGL1	PLAGL1	8.195347598	3.440447299	0
ADRA1B	ADRA1B	3.523687402	1.48131961	0
LOC100505912	LOC100505912	3.523687402	1.48131961	0
ZSWIM5	ZSWIM5	6.966972576	3.180173328	1.089647294
LRRK2	LRRK2	3.638734197	0	1.089647294
MDGA2	MDGA2	3.638734197	0	1.089647294
C3orf72	C3orf72	4.395570122	1.882858215	0
CCDC169	CCDC169	4.69045062	2.01799315	0
PNMA2	PNMA2	5.182759823	2.454199587	1.089647294
RGS9BP	RGS9BP	5.426405662	0.922972661	2.132461686
FBXO36	FBXO36	5.741607204	3.759613929	3.745280365
AMN	AMN	3.398678716	1.48131961	0
IRS4	IRS4	3.398678716	1.48131961	0
CTSH	CTSH	9.135268075	5.368796281	5.629744201
KIF5A	KIF5A	4.842204495	1.882858215	2.462803581
RHOV	RHOV	4.842204495	1.882858215	2.462803581
HNF1A	HNF1A	5.220186762	3.180173328	2.95778462
TM4SF19-TCTEX1D2	TM4SF19-TCTEX1D2	0.048807151	0	0.014851723
CTSL1	CTSL1	9.21622688	4.098310065	0
CACNA1A	CACNA1A	7.988571084	3.85202881	1.703291215
NACAD	NACAD	3.523687402	0	1.089647294
RMDN2	RMDN2	6.200706396	3.440447299	2.731417878
ANKRD45	ANKRD45	2.750143396	1.48131961	1.089647294
EPHA4	EPHA4	2.750143396	1.48131961	1.089647294
TBXA2R	TBXA2R	2.750143396	1.48131961	1.089647294
TM6SF1	TM6SF1	7.647602329	3.938878558	2.462803581
FAF1	FAF1	10.52646011	4.754059051	0
SIX2	SIX2	7.031560613	3.180173328	0
CSRNP3	CSRNP3	5.458080099	0	1.703291215
SLC35E4	SLC35E4	5.144331943	2.672676519	1.703291215
ALB	ALB	3.261795561	1.48131961	0
ASB12	ASB12	3.261795561	1.48131961	0
MGC2889	MGC2889	3.261795561	1.48131961	0
PLLP	PLLP	3.261795561	1.48131961	0
TEX22	TEX22	3.261795561	1.48131961	0
FAM78B	FAM78B	6.360090321	3.316171815	2.132461686
LOC653653	LOC653653	7.721242767	4.654922391	4.868163239
ALPK2	ALPK2	11.51330815	0	3.618497096
ACTN2	ACTN2	1.950065224	0.922972661	1.089647294
CDH9	CDH9	1.950065224	0.922972661	1.089647294
DCAF13P3	DCAF13P3	1.950065224	0.922972661	1.089647294
RAB34	RAB34	1.950065224	0.922972661	1.089647294
ZNF433	ZNF433	1.950065224	0.922972661	1.089647294
SNORA5C	SNORA5C	1.950065224	0.923009945	1.089687967
ACSBG1	ACSBG1	3.110550334	1.882858215	1.703291215
ZNF878	ZNF878	3.110550334	1.882858215	1.703291215
LOC389023	LOC389023	6.591918729	3.030019958	0
ZNF532	ZNF532	9.706247345	4.602676598	1.089647294
C10orf32-AS3MT	C10orf32-AS3MT	3.444069354	1.596243437	0
DIP2C	DIP2C	11.68752003	7.842256047	7.758149912
UBD	UBD	5.256671032	2.454199587	0
EVA1A	EVA1A	4.024514721	1.882858215	0
LPAR4	LPAR4	3.844486088	0.922972661	1.703291215
HMGA2	HMGA2	6.488346295	3.316171815	1.703291215
LGALS8-AS1	LGALS8-AS1	1.9502519	0.922972661	0
ACSBG2	ACSBG2	1.950065224	0.922972661	0
ANKK1	ANKK1	1.950065224	0.922972661	0
C11orf21	C11orf21	1.950065224	0.922972661	0
CLDN23	CLDN23	1.950065224	0.922972661	0
DKK2	DKK2	1.950065224	0.922972661	0
FMO2	FMO2	1.950065224	0.922972661	0
HSPB9	HSPB9	1.950065224	0.922972661	0
LINC00184	LINC00184	1.950065224	0.922972661	0
LINC00598	LINC00598	1.950065224	0.922972661	0
LOC100132078	LOC100132078	1.950065224	0.922972661	0
LOC145837	LOC145837	1.950065224	0.922972661	0
LPAR1	LPAR1	1.950065224	0.922972661	0
MYL4	MYL4	1.950065224	0.922972661	0
NAV3	NAV3	1.950065224	0.922972661	0
PLA2G10	PLA2G10	1.950065224	0.922972661	0
PYY	PYY	1.950065224	0.922972661	0
RPL21P44	RPL21P44	1.950065224	0.922972661	0
TNXB	TNXB	1.950065224	0.922972661	0
TRIM67	TRIM67	1.950065224	0.922972661	0
LOC100130992	LOC100130992	5.816832628	3.030007594	1.703291215
BAAT	BAAT	3.110550334	1.48131961	0
BTG4	BTG4	3.110550334	1.48131961	0
FOXB1	FOXB1	3.110550334	1.48131961	0
RND2	RND2	3.110550334	1.48131961	0
KIAA1549L	KIAA1549L	12.94059073	6.269809284	1.089647294
SLC1A3	SLC1A3	3.937306723	1.882858215	0
CHRNA3	CHRNA3	6.53402891	4.020795529	3.618473603
MAMLD1	MAMLD1	7.972210143	4.754059051	4.06995989
AFF2	AFF2	5.956451666	2.86237799	0
HLA-J	HLA-J	7.987258327	2.496999138	3.861816446
GLB1L3	GLB1L3	3.844486088	2.196629075	1.703291215
GATA3	GATA3	5.911396782	2.86237799	0
IQSEC3	IQSEC3	6.563077266	3.180173328	0
PNMA1	PNMA1	9.23005407	5.459723407	4.55853092
ZNF713	ZNF713	6.143407705	4.098310065	4.163764383
KIR3DX1	KIR3DX1	4.520843366	2.196629075	0
PAQR5	PAQR5	3.523687402	1.882858215	1.089647294
HLA-F-AS1	HLA-F-AS1	3.523699946	1.882866039	1.089654073
IL32	IL32	13.3437548	3.030007594	5.925892636
CDKL2	CDKL2	8.831018993	5.488800975	4.922844822
ZFP28	ZFP28	7.449107366	0	2.462803581
NCAN	NCAN	5.144331943	0	1.703291215
CA13	CA13	5.715635331	3.938878558	3.969638629
SCRN1	SCRN1	9.161963241	5.931522328	6.125593247
KCNRG	KCNRG	3.419879974	1.699924695	0
SNX10	SNX10	8.536830005	5.993703795	6.004054132
CLIP3	CLIP3	5.634787822	3.759613929	3.618497096
IGSF3	IGSF3	5.741607204	2.86237799	0
HOXA1	HOXA1	6.634127105	3.316171815	0
AKAP12	AKAP12	6.393239422	0	2.132461686
CECR2	CECR2	9.585959644	4.801184529	0
HLA-DQB2	HLA-DQB2	6.343226586	3.180173328	0
C1orf116	C1orf116	3.261795561	0	1.089647294
C7orf10	C7orf10	3.261795561	0	1.089647294
CLDN16	CLDN16	3.261795561	0	1.089647294
PRG4	PRG4	3.261748933	0	1.091225909
PCDHB9	PCDHB9	3.745269607	1.882858215	0
PIWIL4	PIWIL4	2.941572106	1.48131961	0
PSTPIP1	PSTPIP1	2.941572106	1.48131961	0
GREB1	GREB1	9.701292598	6.38255832	6.029196659
MTRNR2L10	MTRNR2L10	5.06427068	0	1.703291215
ZFHX2	ZFHX2	4.328606717	2.196654252	0
SUSD1	SUSD1	7.548089781	4.492135196	3.618497096
TMEM236	TMEM236	3.745269607	2.196629075	1.703291215
KLHL13	KLHL13	7.753510942	4.372422827	2.95778462
ATP7B	ATP7B	8.020746645	4.89105944	5.213460049
DUSP19	DUSP19	6.728056551	3.440447299	0
ULBP3	ULBP3	4.793370509	2.454199587	0
PPFIA2	PPFIA2	2.941572106	1.882858215	1.703291215
ST6GALNAC3	ST6GALNAC3	4.258383242	2.196629075	0
PFKFB1	PFKFB1	4.106758689	1.48131961	2.132461686
TSIX	TSIX	4.258383242	2.202615187	0
PEG3	PEG3	8.664468618	0	2.95778462
SOBP	SOBP	7.113408797	5.093927733	5.075459896
MTRNR2L1	MTRNR2L1	6.548438166	2.196629075	3.325635382
GALNT11	GALNT11	9.29726709	5.093927733	2.731417878
NKX3-2	NKX3-2	8.637095776	0	2.95778462
BCL6B	BCL6B	5.104856607	2.672676519	0
AXDND1	AXDND1	2.529371205	1.48131961	1.089647294
GHRL	GHRL	2.529371205	1.481335112	1.089647294
KATNAL2	KATNAL2	7.503245364	1.48131961	3.325635382
PRSS12	PRSS12	5.741607204	3.180173328	1.703291215
DPP10	DPP10	9.125439302	4.846819227	0
LOC646999	LOC646999	5.022505417	2.672676519	0
HOXD-AS1	HOXD-AS1	6.200706396	3.316171815	0
GPR68	GPR68	6.999628007	3.759613929	1.089647294
LOC283174	LOC283174	6.393239422	1.48131961	2.95778462
CD80	CD80	2.750143396	1.48131961	0
GPR156	GPR156	2.750143396	1.48131961	0
LOC100652739	LOC100652739	2.750143396	1.48131961	0
CNBD2	CNBD2	3.110550334	0	1.089647294
FAM110C	FAM110C	3.110550334	0	1.089647294
HOXB13	HOXB13	3.110550334	0	1.089647294
SALL4	SALL4	3.110550334	0	1.089647294
CCDC62	CCDC62	4.842204495	0	1.703291215
RGS20	RGS20	7.927653535	4.30862299	0
DCAF4L1	DCAF4L1	5.360887457	3.180173328	3.479489271
DISP1	DISP1	7.510819541	4.801184529	4.163764383
ZNF185	ZNF185	6.021499715	4.372422827	4.334832822
GRB10	GRB10	7.36805241	4.020795529	0
C6orf164	C6orf164	2.750143396	1.48131961	1.703291215
GSTO2	GSTO2	3.844486088	2.672676519	2.731417878
DACH1	DACH1	7.487984698	4.098310065	0
FAM151B	FAM151B	4.520843366	3.316171815	3.325635382
ID1	ID1	8.605623966	5.973271454	5.725141272
DOK4	DOK4	9.553335542	5.430044358	2.95778462
CCDC170	CCDC170	4.793370509	0	1.703291215
IRAK3	IRAK3	4.842204495	2.672676519	0
FAM209B	FAM209B	3.398678716	1.882858215	0
TMEM161B-AS1	TMEM161B-AS1	6.577570825	3.316171815	3.969638629
CYP1B1	CYP1B1	7.62684794	4.372422827	2.462803581
CACNA1C	CACNA1C	5.144331943	2.86237799	1.089647294
ZBED3-AS1	ZBED3-AS1	3.523687402	0.922972661	1.703291215
ARX	ARX	3.261795561	1.882858215	1.089647294
VWC2	VWC2	4.395570122	2.454199587	0
LRRIQ1	LRRIQ1	5.394016741	3.030007594	0
SOX9	SOX9	8.408953818	1.48131961	3.745280365
AMDHD1	AMDHD1	6.503606336	3.85202881	4.251832686
PSMA8	PSMA8	5.888331687	0	2.132461686
IL13RA1	IL13RA1	8.047020274	5.093927733	5.455235148
APH1B	APH1B	7.734235417	4.433520346	2.132461686
AADAT	AADAT	4.69045062	2.672676519	0
CYP19A1	CYP19A1	5.689184523	4.098310065	4.163764383
SMARCD3	SMARCD3	4.184558014	3.030007594	2.95778462
TOP1P1	TOP1P1	3.844486088	2.196629075	0
FRMD5	FRMD5	6.852460845	3.938878558	0
HRASLS	HRASLS	4.636102546	2.672676519	0
CCBP2	CCBP2	3.261795561	1.882858215	0
CLUL1	CLUL1	3.261795561	1.882858215	0
