gene	probe	Basal_Avg	LumA_Avg	LumB_Avg
SAMD4A	ENSG00000020577.12	1.359925357	1.258485406	0.974705256
RUNX3	ENSG00000020633.17	3.131790969	1.988907387	1.638559488
MRE11A	ENSG00000020922.11	2.459480169	2.300218649	2.302021759
PLEKHB1	ENSG00000021300.12	3.305974123	1.844741469	2.152980414
SERPINB1	ENSG00000021355.11	4.042639822	4.704171981	4.580089571
CYP3A43	ENSG00000021461.15	0.048439562	0.038720214	0.038997619
SLC7A9	ENSG00000021488.11	0.230695148	0.250435882	0.246197606
SPAST	ENSG00000021574.10	2.979438932	2.628042383	2.741204816
NRXN3	ENSG00000021645.16	0.126888726	0.43857962	0.377285529
OSBPL5	ENSG00000021762.18	2.2920766	2.911895687	2.628511693
AQR	ENSG00000021776.9	2.280727062	2.709597169	2.698415907
CPS1	ENSG00000021826.13	0.504180097	0.535545321	0.425991717
C8B	ENSG00000021852.11	0.019960697	0.028834819	0.039896893
FHL1	ENSG00000022267.15	2.203199848	2.956580069	2.282669992
RTFDC1	ENSG00000022277.11	4.694853294	4.705314362	4.847393393
GABRA1	ENSG00000022355.13	0.016932726	0.021121029	0.040261576
NLRP2	ENSG00000022556.14	2.11013893	1.875698736	1.752856104
SLC45A4	ENSG00000022567.8	2.169193343	1.692674303	1.610415592
RNF10	ENSG00000022840.14	4.779685689	5.079186698	5.120435223
ZNF839	ENSG00000022976.14	1.157712593	1.573749921	1.480962678
ZDHHC6	ENSG00000023041.10	3.607110127	3.635862963	3.668863725
GRAMD1B	ENSG00000023171.13	0.644316305	0.404726973	0.344723132
RNH1	ENSG00000023191.15	4.110608719	4.477704767	4.221767396
NDUFS1	ENSG00000023228.12	3.085637371	3.174698804	3.28182644
RB1CC1	ENSG00000023287.11	3.77943611	3.466635989	3.709606042
ERP44	ENSG00000023318.7	4.280682713	3.848692807	3.869190947
ALAS1	ENSG00000023330.13	4.529702463	4.274541199	4.249661429
BIRC3	ENSG00000023445.12	2.696849032	2.242730468	1.905337888
AKAP11	ENSG00000023516.8	2.527143707	3.052504149	2.930272111
GLRX2	ENSG00000023572.7	3.257458527	2.76801501	3.037451901
SNAPC1	ENSG00000023608.4	2.171463515	1.887358526	1.93015074
DERA	ENSG00000023697.11	3.6757889	3.232359077	3.24233994
STRAP	ENSG00000023734.9	6.182619681	5.777571484	5.983258709
ABCC2	ENSG00000023839.9	0.338551131	0.232113873	0.226556667
DEF6	ENSG00000023892.10	3.380082064	3.260076214	3.143655606
PLEKHO1	ENSG00000023902.12	3.450596168	2.920801969	2.713563614
GCLM	ENSG00000023909.8	2.864830658	2.430732795	2.63218457
UBR2	ENSG00000024048.9	3.174151302	3.231518364	3.240076167
EHD2	ENSG00000024422.10	4.008375025	5.011631771	4.436698164
DEPDC1	ENSG00000024526.15	2.422272494	0.781902402	1.578106711
CCDC28A	ENSG00000024862.15	3.766662141	4.114548406	3.842898729
RRAGD	ENSG00000025039.13	2.667789829	1.579427316	1.560773311
HSF2	ENSG00000025156.11	3.064379274	2.702234583	2.797914079
PHF20	ENSG00000025293.14	3.0329692	3.42166575	3.537031063
HSD17B6	ENSG00000025423.10	1.491061193	1.577274057	1.767317039
NR1H3	ENSG00000025434.17	2.729542506	2.735524046	2.536008365
TYMP	ENSG00000025708.11	5.006098283	4.606463195	4.535685649
NCAPH2	ENSG00000025770.17	4.10834998	3.604591124	3.68042709
TOMM34	ENSG00000025772.7	4.934261731	4.416760271	4.611592025
SEC63	ENSG00000025796.12	4.322598693	4.033549784	4.107469217
KPNA6	ENSG00000025800.12	3.909363337	3.805856917	3.855610469
VIM	ENSG00000026025.12	7.810205752	7.445002469	6.964628133
RTEL1-TNFRSF6B	ENSG00000026036.19	0.303869165	0.380308608	0.381286628
FAS	ENSG00000026103.18	2.563850833	2.304099829	1.937223955
RNASET2	ENSG00000026297.14	2.987822501	3.02616138	2.838414575
CD44	ENSG00000026508.15	5.591587999	5.645131718	5.205029004
KCNG1	ENSG00000026559.12	1.748148758	0.217130094	0.239880181
AGPAT4	ENSG00000026652.12	1.526972515	1.052482936	0.812707543
SLAMF7	ENSG00000026751.15	2.343137827	1.709598912	1.666719761
BTN3A1	ENSG00000026950.15	3.080081542	2.908679614	2.760543828
MIPEP	ENSG00000027001.8	2.644121162	3.353643387	3.299455633
PRKCH	ENSG00000027075.12	2.000998487	2.425401618	2.106310858
INSRR	ENSG00000027644.4	0.137808156	0.136404618	0.116131408
IFNGR1	ENSG00000027697.11	5.262258794	5.073476265	4.730121722
B4GALT7	ENSG00000027847.12	2.532840192	2.815797481	2.715897543
SH2D2A	ENSG00000027869.10	2.136693736	1.013794166	1.06067196
VRK2	ENSG00000028116.15	3.23011248	2.863213265	3.018863411
TNFRSF1B	ENSG00000028137.15	3.639350218	3.492671381	3.073035342
VEZT	ENSG00000028203.16	2.783401638	3.309023138	3.437967285
POU2F2	ENSG00000028277.19	1.152975773	0.932275679	0.762043107
BRD9	ENSG00000028310.16	2.428946419	2.273378668	2.237216941
SNX1	ENSG00000028528.13	3.380398744	4.114709083	3.890230128
TBPL1	ENSG00000028839.8	2.158915344	1.65193802	1.690671786
ARNTL2	ENSG00000029153.13	2.308546436	1.05759825	1.049444081
BCLAF1	ENSG00000029363.14	3.975215713	4.119880812	4.130251917
SLC39A9	ENSG00000029364.10	3.637329358	4.48133844	4.537003626
ANK1	ENSG00000029534.18	0.26269921	0.239842826	0.443542851
IBSP	ENSG00000029559.6	1.309926185	0.766579296	1.248759826
TFB1M	ENSG00000029639.9	2.154977504	2.097687654	2.087767357
RABEP1	ENSG00000029725.15	3.327426043	5.052642421	4.968331369
HMGB3	ENSG00000029993.13	4.704393078	3.396752573	4.155143024
NUP160	ENSG00000030066.12	3.432612963	2.863370994	2.976810013
BAK1	ENSG00000030110.11	4.054592739	3.296563015	3.409878376
MUSK	ENSG00000030304.11	0.067324521	0.040827855	0.02973908
IKZF2	ENSG00000030419.15	0.989749127	1.27738003	1.117394785
GRN	ENSG00000030582.15	6.748608702	6.671032642	6.690573573
FAM13B	ENSG00000031003.9	2.117544604	2.931954775	2.822866522
ARHGAP31	ENSG00000031081.9	2.499002711	2.339416986	2.004476712
CENPQ	ENSG00000031691.6	2.526695594	2.029249226	2.495683325
SARS	ENSG00000031698.11	5.22116924	5.283209264	5.194268549
RANBP3	ENSG00000031823.13	3.236983663	3.322759594	3.253212776
ARID4A	ENSG00000032219.17	1.77641495	2.289380189	2.234835621
TSSC1	ENSG00000032389.11	2.498385803	2.284124086	2.455610182
PNPLA6	ENSG00000032444.14	3.218782413	3.076827855	2.958634109
IFT88	ENSG00000032742.16	1.460824361	2.24109961	2.14319032
ALG1	ENSG00000033011.10	2.368069042	2.879861392	2.919625276
ZCCHC8	ENSG00000033030.12	1.999394001	2.065552237	2.219660782
ABCF2	ENSG00000033050.6	4.315258229	3.949685104	3.963078679
CHPF2	ENSG00000033100.13	4.384231323	4.331091324	4.138663815
LRRC7	ENSG00000033122.17	0.106294607	0.057874592	0.050991892
FUT8	ENSG00000033170.15	2.326650752	3.786588073	3.743488099
UBA6	ENSG00000033178.11	2.643121855	2.406732017	2.616363641
GAB2	ENSG00000033327.11	2.843578948	2.85396055	2.833722977
ATP6V0A1	ENSG00000033627.13	2.555371432	2.960741125	2.989870447
PIAS1	ENSG00000033800.12	2.100530478	2.386938305	2.278734578
SLC4A7	ENSG00000033867.15	2.030094251	2.958939175	2.81795558
APBA2	ENSG00000034053.13	1.766209536	0.613802442	0.662410104
MAP2K3	ENSG00000034152.17	4.053096251	3.617851095	3.438499038
EFCAB1	ENSG00000034239.9	0.18521544	0.290465936	0.111634373
TMSB10	ENSG00000034510.5	11.44973299	10.46464547	10.5154739
ASTE1	ENSG00000034533.10	1.928719695	2.146213676	2.029033383
RNF19A	ENSG00000034677.10	4.099144207	3.958761996	3.938644668
PEX3	ENSG00000034693.13	3.037344471	3.010044172	2.980291154
GABARAPL2	ENSG00000034713.6	4.525754269	4.599062411	4.672628319
MYOC	ENSG00000034971.13	0.092879254	0.194234859	0.105167601
SH3YL1	ENSG00000035115.20	2.809917407	2.672415611	2.531375793
FAM136A	ENSG00000035141.6	4.465072326	3.545059961	3.760041749
VCL	ENSG00000035403.15	4.317464464	4.309941636	4.096612412
DEPDC1B	ENSG00000035499.11	1.907361631	0.690974953	1.436919947
DAPK2	ENSG00000035664.10	1.270206297	1.106185235	1.032429239
NSMAF	ENSG00000035681.6	3.086966921	2.666333293	2.764464107
ADSS	ENSG00000035687.9	4.833517848	4.878781087	4.875529774
STAP1	ENSG00000035720.6	0.881838505	0.632790642	0.578050078
TIMP2	ENSG00000035862.11	5.91513767	6.290646613	5.896825744
RFC1	ENSG00000035928.13	3.347163716	3.500154202	3.619962653
TBC1D23	ENSG00000036054.11	3.394707195	3.178992091	3.247020148
CUL3	ENSG00000036257.11	2.792266142	3.161887741	3.199497968
MYOM2	ENSG00000036448.8	0.19722654	0.322879311	0.228271601
OTC	ENSG00000036473.6	0.017382451	0.03494352	0.015383251
CYP46A1	ENSG00000036530.7	0.129801531	0.19551714	0.166043923
ZZZ3	ENSG00000036549.11	2.806272069	2.840313552	2.725844441
SLC18A1	ENSG00000036565.13	0.037252388	0.060563733	0.096851631
USP2	ENSG00000036672.14	1.017540349	0.712930521	0.750955652
CASR	ENSG00000036828.12	0.01321091	0.007661609	0.004352727
TUBG2	ENSG00000037042.8	2.29546887	2.892193441	2.795818338
RPL26L1	ENSG00000037241.6	4.003611252	3.91340925	4.191197989
FLT4	ENSG00000037280.14	1.189821856	1.572508388	1.207482495
NSUN2	ENSG00000037474.13	4.384026423	3.879078799	4.105952378
FBXO42	ENSG00000037637.9	2.2044894	2.296258959	2.179470263
MFAP3	ENSG00000037749.10	1.929906724	2.619081394	2.594619303
MRI1	ENSG00000037757.12	2.837151706	3.097277709	2.853176685
METTL1	ENSG00000037897.15	3.139558319	2.978163509	3.221530691
HOXC8	ENSG00000037965.5	1.539137881	1.760514858	1.705755938
AGA	ENSG00000038002.7	3.11701315	3.581890119	3.595143947
PI4K2B	ENSG00000038210.12	2.994116123	2.546877416	2.765858998
BOD1L1	ENSG00000038219.11	2.080143602	2.459335203	2.469190801
MAT2B	ENSG00000038274.15	3.622197844	3.943084393	3.827417423
TLL1	ENSG00000038295.6	0.45119797	0.882669302	0.585197624
EDC4	ENSG00000038358.13	2.907266237	2.7815504	2.817281163
TRIO	ENSG00000038382.16	2.700511513	3.052994827	2.90509045
VCAN	ENSG00000038427.14	4.089319817	4.838760811	4.454405712
CLEC16A	ENSG00000038532.13	2.005498253	2.238220983	2.138960199
MSR1	ENSG00000038945.13	2.416298529	2.4841447	2.720591478
CDH1	ENSG00000039068.17	5.651461541	5.41943625	6.178396946
SKIV2L2	ENSG00000039123.14	3.172457701	3.639135579	3.653564896
DNAH5	ENSG00000039139.9	0.286000651	1.34173568	1.102308403
ZFYVE16	ENSG00000039319.15	1.96002483	2.733632151	2.726784964
FAM65A	ENSG00000039523.16	3.034457635	3.432580329	3.35847513
C6	ENSG00000039537.12	0.317853918	0.609229454	0.323561281
RAI14	ENSG00000039560.12	3.588667848	3.200172835	3.119326415
SOX30	ENSG00000039600.9	0.247409635	0.101253175	0.080939734
PNKP	ENSG00000039650.8	2.855778046	3.114183308	3.0236291
BEST2	ENSG00000039987.5	0.036607706	0.017635685	0.016956158
PHLPP2	ENSG00000040199.17	1.180677752	1.206513809	1.284817101
SPDL1	ENSG00000040275.15	2.356483172	1.629766074	2.029238736
STAU2	ENSG00000040341.16	2.740319267	2.843349635	3.149226524
PQLC2	ENSG00000040487.11	2.715617239	2.862032483	2.839413397
CTNS	ENSG00000040531.13	2.667854944	2.709959558	2.596042342
RTN4R	ENSG00000040608.12	1.709655967	1.135476944	1.185485666
PHF23	ENSG00000040633.11	3.814913104	4.126688807	3.963941736
CDH10	ENSG00000040731.9	0.03080058	0.029718478	0.030915102
INPP4A	ENSG00000040933.14	1.881626023	1.732846548	1.72976407
RAB27B	ENSG00000041353.8	1.619229895	3.657195177	3.299648604
PSMA4	ENSG00000041357.14	4.437447613	3.965530934	4.228934005
MYO16	ENSG00000041515.14	0.192354986	0.17887989	0.16633012
LSG1	ENSG00000041802.9	3.778040107	3.557924618	3.782639321
PARP3	ENSG00000041880.13	2.522377147	3.515481244	3.083563806
TNC	ENSG00000041982.13	4.576508816	4.643839034	3.877924244
THAP3	ENSG00000041988.14	1.960908174	2.119495268	1.976365272
FAM65C	ENSG00000042062.10	0.538760695	0.866966206	1.039577515
TDP1	ENSG00000042088.12	2.378846721	2.210807275	2.308899094
AIFM2	ENSG00000042286.13	2.381538291	2.197336178	2.264985173
C2orf83	ENSG00000042304.9	0.012203467	0.00298702	0.002112498
SPATA7	ENSG00000042317.15	0.973398567	1.344101355	1.187735073
MED17	ENSG00000042429.9	2.20558688	1.932453371	1.869468675
RETSAT	ENSG00000042445.12	4.018627763	4.937853433	4.735346261
CAPG	ENSG00000042493.14	6.384077743	5.98286623	5.952027173
AP2S1	ENSG00000042753.10	5.650326504	5.40958393	5.55456116
USH2A	ENSG00000042781.11	0.023975266	0.032767582	0.031874553
ZPBP	ENSG00000042813.6	0.031698637	0.022972725	0.014439174
TG	ENSG00000042832.10	0.16354997	0.117787055	0.105993477
ADAM28	ENSG00000042980.11	1.026105564	1.098680262	0.935153572
BARX2	ENSG00000043039.6	3.211609071	2.541792415	2.173605431
DCUN1D1	ENSG00000043093.12	2.735730953	2.416947358	2.604147834
JADE2	ENSG00000043143.19	1.963988592	3.126498464	2.85494234
ZIC2	ENSG00000043355.9	0.589571204	0.384673935	0.627245408
LCP2	ENSG00000043462.10	2.311808376	2.057777222	2.048033902
TRIT1	ENSG00000043514.14	3.579957621	3.014804422	2.982702589
ADRB1	ENSG00000043591.5	0.320995272	0.534758694	0.32375652
GUCA2B	ENSG00000044012.3	0.007547841	0.001906767	0.004263917
CUL7	ENSG00000044090.7	3.779015318	3.731339036	3.626930788
CTNNA1	ENSG00000044115.19	5.356775231	5.841714287	5.864182998
PHKA2	ENSG00000044446.10	2.208456487	2.37933176	2.290786711
CNTLN	ENSG00000044459.13	1.136826984	0.824701811	0.919214235
EPHA3	ENSG00000044524.9	0.458503134	0.905058586	0.887978138
HSPA5	ENSG00000044574.7	7.746804447	7.49867478	7.599407648
DSG2	ENSG00000046604.11	5.279496292	4.722625146	4.597054959
GEMIN8	ENSG00000046647.12	2.865223909	3.395065257	3.297745116
OFD1	ENSG00000046651.13	3.350735504	3.356142158	3.260424909
GPM6B	ENSG00000046653.13	2.764121075	1.699585534	1.176319178
MAGEC2	ENSG00000046774.9	0.267640208	0.112006658	0.215844508
PREX2	ENSG00000046889.17	0.519869505	1.06938397	0.703045507
WDR37	ENSG00000047056.13	2.607890601	2.573796048	2.403938752
YTHDC2	ENSG00000047188.14	1.863212373	2.479595128	2.561355444
CTPS2	ENSG00000047230.13	3.025786272	3.252550568	3.556085586
ATP6V1H	ENSG00000047249.15	3.69276524	3.817099787	4.08214282
POLR2B	ENSG00000047315.13	4.532670016	4.274453172	4.44224568
FAM214A	ENSG00000047346.11	1.787354667	3.596333069	3.435590981
ARAP2	ENSG00000047365.10	1.430372028	1.184355571	1.123929867
TPR	ENSG00000047410.12	4.160401924	4.002733904	4.109513154
CP	ENSG00000047457.12	3.343521146	1.577016175	1.48088867
KIAA0556	ENSG00000047578.11	1.870634934	2.650883904	2.543738801
DTNBP1	ENSG00000047579.18	3.127981495	2.961838773	2.949417632
XK	ENSG00000047597.5	0.958590124	0.296853549	0.506550327
ANO2	ENSG00000047617.13	0.369189374	0.50931514	0.500874634
C12orf4	ENSG00000047621.10	2.688068793	2.302320036	2.378892068
SCML1	ENSG00000047634.13	1.180096571	1.314819607	1.287599861
WWC3	ENSG00000047644.16	3.324409804	3.604243176	3.388744082
ARHGAP6	ENSG00000047648.20	0.373738708	0.749954306	0.516036994
FAM184B	ENSG00000047662.4	0.159963135	0.547390281	0.462317828
MAP4	ENSG00000047849.20	4.37903057	4.420931342	4.342578256
GOPC	ENSG00000047932.12	3.649995712	3.490462796	3.437794176
ROS1	ENSG00000047936.9	0.239260505	0.019882995	0.029599536
USP28	ENSG00000048028.10	2.674738021	2.472939548	2.361938165
HDAC9	ENSG00000048052.20	0.921048688	0.645409061	0.59264168
TSPAN17	ENSG00000048140.16	3.237157294	3.335614827	3.371561294
NOP16	ENSG00000048162.18	3.383124132	2.687826064	2.830771016
CC2D2A	ENSG00000048342.14	1.341210512	1.582945046	1.510378863
RRM2B	ENSG00000048392.10	2.949551352	3.243647659	3.584513994
ZNF800	ENSG00000048405.8	2.362755875	2.592107746	2.541623257
TNFRSF17	ENSG00000048462.9	1.28477514	0.950909862	0.677903939
SNX29	ENSG00000048471.12	1.843980842	2.249466427	2.074102431
LMO3	ENSG00000048540.13	0.745209817	0.472798693	0.507133625
MRPS10	ENSG00000048544.5	4.865410211	4.449692724	4.586122107
GUCA1A	ENSG00000048545.12	0.114813243	0.032702006	0.044528722
RSF1	ENSG00000048649.12	2.482826661	2.589303283	2.652542057
VPS13D	ENSG00000048707.12	2.246199844	2.634517123	2.461119578
CELF2	ENSG00000048740.16	2.182653676	2.042251454	1.660364552
FAM120A	ENSG00000048828.15	4.815525455	5.350228606	5.407380255
R3HDM1	ENSG00000048991.15	2.977528541	2.366048533	2.609560137
COL9A2	ENSG00000049089.12	2.809115442	2.746840168	2.175309552
KITLG	ENSG00000049130.12	2.109278859	3.643535752	3.678335871
ERCC8	ENSG00000049167.12	1.255845676	1.371905159	1.409072358
ADAMTS6	ENSG00000049192.13	0.413089861	0.629272734	0.515183918
H6PD	ENSG00000049239.11	3.516310921	3.904268102	3.369100444
VAMP3	ENSG00000049245.11	4.937400621	5.210716397	5.107889458
PER3	ENSG00000049246.13	1.866178003	2.400626676	2.225795683
UTS2	ENSG00000049247.12	0.236573445	0.13184846	0.145388949
TNFRSF9	ENSG00000049249.7	0.872187258	0.418033398	0.485312201
EPN3	ENSG00000049283.16	2.201418716	3.016089981	3.483513086
LTBP1	ENSG00000049323.14	3.8233737	3.188770939	3.051328019
RCN1	ENSG00000049449.7	4.626834814	4.021664253	3.809834182
ELN	ENSG00000049540.15	3.353743932	4.577489645	3.078758613
RFC2	ENSG00000049541.9	4.558259595	3.796203763	4.12730471
ARID1B	ENSG00000049618.20	2.746880458	2.861014538	2.747902586
CLPTM1L	ENSG00000049656.12	4.613369842	4.261925431	4.388703383
NEDD4L	ENSG00000049759.15	1.972270359	2.776901992	2.66715424
FOXP3	ENSG00000049768.13	1.899821146	1.317092728	1.470841438
PPP1R3F	ENSG00000049769.11	1.196224097	1.195734465	1.179572228
HEXB	ENSG00000049860.12	4.380656487	4.641586874	4.65104495
PTCD2	ENSG00000049883.13	0.86455423	1.173092158	1.19782608
KIAA2022	ENSG00000050030.12	0.355969622	0.374399268	0.469454154
JKAMP	ENSG00000050130.16	2.916825546	3.593794351	3.71304446
DKK3	ENSG00000050165.16	2.800043609	3.842676176	3.29813306
ARHGEF5	ENSG00000050327.13	2.015645607	2.092874181	1.946294366
NFE2L3	ENSG00000050344.8	3.862124032	2.415960378	2.563298468
MCUR1	ENSG00000050393.10	3.488229315	2.863729557	3.151471236
LIMA1	ENSG00000050405.12	3.309142853	4.784630208	4.500559706
LETMD1	ENSG00000050426.14	2.741801075	3.30490869	3.110413188
SLC4A8	ENSG00000050438.15	0.249355073	1.459438305	1.409616057
LAMC3	ENSG00000050555.16	0.688766506	0.668045308	0.380489374
PTGER3	ENSG00000050628.19	0.786868439	2.529836781	2.066826654
TNIP3	ENSG00000050730.14	0.481181394	0.124537577	0.132749207
MAPK9	ENSG00000050748.16	2.537615457	3.031716846	3.217144919
COL23A1	ENSG00000050767.14	0.777945381	0.555701363	0.314989057
BCAR1	ENSG00000050820.15	2.821261343	2.89769867	2.737744883
FAM160A2	ENSG00000051009.9	2.889799914	3.336033082	3.061916635
HERPUD1	ENSG00000051108.13	4.499779394	4.603394221	4.543523294
HOMER3	ENSG00000051128.17	3.881821303	3.069375653	2.90479657
RAD51	ENSG00000051180.15	2.553942793	1.241145042	2.092122411
POLQ	ENSG00000051341.12	1.309409555	0.437410868	0.973723637
PIK3CB	ENSG00000051382.7	3.023535973	2.925155211	3.062664865
CYBA	ENSG00000051523.9	4.699258727	3.967458677	3.737006126
THOC3	ENSG00000051596.8	2.044696971	1.792601439	1.978210043
HEBP2	ENSG00000051620.9	3.650544023	3.133782561	3.082705148
MPHOSPH9	ENSG00000051825.13	1.342199721	1.214547729	1.542649475
PLEKHA5	ENSG00000052126.13	1.875741003	1.837381106	1.838699871
PRSS8	ENSG00000052344.14	5.464323564	6.20178847	6.007122715
SIKE1	ENSG00000052723.10	3.260449299	2.787127427	2.870358375
RRP12	ENSG00000052749.12	2.957312987	2.78013311	2.804337048
FNIP2	ENSG00000052795.11	1.762392263	2.002931659	1.913997976
MSMO1	ENSG00000052802.11	3.96200139	4.073956658	4.409817181
TTC17	ENSG00000052841.13	3.181499901	3.298272138	3.278558273
ALX4	ENSG00000052850.5	0.635963841	0.643836871	0.214208285
FSTL4	ENSG00000053108.15	0.287361024	0.781846701	0.773245506
FOXN3	ENSG00000053254.14	2.475076644	2.509470541	2.257596986
METTL24	ENSG00000053328.8	0.268825954	0.334899268	0.253591689
AKR7A2	ENSG00000053371.11	4.461211289	5.088318854	5.02123629
MRTO4	ENSG00000053372.4	4.467326372	3.93917488	4.010478541
NNAT	ENSG00000053438.8	0.686225052	1.347937487	0.891140679
USE1	ENSG00000053501.11	3.176672119	3.111673374	2.970831399
MCF2L2	ENSG00000053524.10	0.102658555	0.036615287	0.029100713
NRIP2	ENSG00000053702.13	1.192469515	1.713618041	1.294416749
LAMA3	ENSG00000053747.14	1.375444901	2.331541146	1.900372647
AP5M1	ENSG00000053770.10	1.882016277	2.198555659	2.205579674
ANAPC4	ENSG00000053900.9	2.061468317	2.173580503	2.125490493
KCNQ1	ENSG00000053918.14	1.684078175	1.938848774	1.707672947
TRAPPC3	ENSG00000054116.10	4.429788502	4.131288738	4.099952081
THRAP3	ENSG00000054118.12	5.242033142	5.464121429	5.42097147
PHPT1	ENSG00000054148.16	4.607345342	5.247445422	5.165020371
ENTPD2	ENSG00000054179.10	2.447765196	2.364304592	2.420807807
LY75	ENSG00000054219.10	1.656374864	1.167965439	0.869588047
ARID4B	ENSG00000054267.19	2.846318581	3.077108983	3.149738757
OPN3	ENSG00000054277.11	2.340774942	1.753817538	1.653252837
SDCCAG8	ENSG00000054282.14	2.751465798	2.821675674	2.765943041
PTPRN	ENSG00000054356.12	0.241514185	0.271897546	0.206899707
HHAT	ENSG00000054392.11	1.260930152	2.433432266	2.358585165
KIF1B	ENSG00000054523.15	2.678791891	2.169131381	2.242444368
FOXC1	ENSG00000054598.6	4.618600058	1.751139344	1.131743769
TBC1D22A	ENSG00000054611.12	2.871668981	2.858045921	2.67983175
SYNE2	ENSG00000054654.14	2.432510427	2.478981103	2.320107979
PLEKHH1	ENSG00000054690.12	1.018218228	1.251050475	1.268348055
ATP9A	ENSG00000054793.12	3.752108819	4.037147972	4.316038603
SPO11	ENSG00000054796.11	0.01057027	0.009650356	0.012402761
CBLN4	ENSG00000054803.3	0.154236167	0.62515141	0.370071396
CHRDL2	ENSG00000054938.14	1.12106091	0.442576386	0.268738409
FAM168A	ENSG00000054965.9	3.685600523	3.831064018	3.662275568
RELT	ENSG00000054967.11	1.576634023	1.028220408	1.088152502
GALC	ENSG00000054983.15	2.230184486	2.95256519	2.785045449
NOP58	ENSG00000055044.9	5.134535441	4.450864517	4.663496686
